
    163,F,2016/10/20
    164,F,2016/10/19
    165,F,2016/10/19
    166,F,2016/10/19
    167,F,2016/10/19
    168,F,2016/10/19
    169,F,2016/10/21
    170,F,2016/10/21
    171,F,2016/10/19
    172,F,2016/10/19
    173,F,2016/10/19
    174,F,2016/10/19
    175,F,2016/10/19
    176,F,2016/10/19
    177,F,2016/10/19
    178,F,2016/10/20
    179,F,2016/10/21
    180,F,2016/10/20
    181,F,2016/10/20
    182,F,2016/10/20
    183,R,    /  /  
    184,F,2016/10/24
    185,F,2016/10/24
    186,F,2016/10/24
    187,F,2016/10/24
    188,F,2016/10/25
    189,F,2016/10/24
    190,F,2016/10/24
    191,F,2016/10/21
    192,F,2016/10/21
    193,F,2016/10/21
    194,F,2016/10/21
    195,F,2016/10/21
    196,F,2016/10/21
    197,F,2016/10/21
    198,F,2016/10/21
    199,F,2016/10/21
    200,R,    /  /  
    201,F,2016/10/24
    202,F,2016/10/24
    203,F,2016/10/24
    204,X,    /  /  
    205,R,    /  /  
    206,R,    /  /  
    207,F,2016/10/27
    208,R,    /  /  
    209,R,    /  /  
    210,R,    /  /  
    211,F,2016/10/22
    212,F,2016/10/24
    213,F,2016/10/24
    214,F,2016/10/24
    215,F,2016/10/24
    216,F,2016/10/24
    217,F,2016/10/24
    218,F,2016/10/24
    219,F,2016/10/24
    220,F,2016/10/24
    221,F,2016/10/24
    222,F,2016/10/24
    223,F,2016/10/24
    224,F,2016/10/24
    225,R,    /  /  
    226,F,2016/10/24
    227,F,2016/10/24
    228,F,2016/10/24
    229,F,2016/10/24
    230,F,2016/10/24
    231,R,    /  /  
    232,F,2016/10/25
    233,F,2016/10/25
    234,F,2016/10/25
    235,F,2016/10/25
    236,F,2016/10/26
    237,F,2016/10/26
    238,F,2016/10/25
    239,F,2016/10/25
    240,F,2016/10/25
    241,F,2016/10/25
    242,F,2016/10/25
    243,F,2016/10/25
    244,F,2016/10/25
    245,F,2016/10/25
    246,F,2016/10/26
    247,F,2016/10/26
    248,F,2016/10/26
    249,F,2016/10/26
    250,F,2016/10/26
    251,F,2016/10/28
    252,F,2016/10/27
    253,F,2016/10/26
    254,F,2016/10/26
    255,F,2016/10/26
    256,F,2016/10/26
    257,F,2016/10/26
    258,F,2016/10/26
    259,F,2016/10/26
    260,F,2016/10/26
    261,F,2016/10/26
    262,F,2016/10/28
    263,F,2016/10/28
    264,F,2016/10/28
    265,F,2016/10/26
    266,F,2016/10/26
    267,F,2016/10/26
    268,R,    /  /  
    269,F,2016/10/26
    270,F,2016/10/26
    271,F,2016/10/26
    272,F,2016/10/27
    273,F,2016/10/27
    274,F,2016/10/27
    275,F,2016/10/27
    276,F,2016/10/27
    277,F,2016/10/27
    278,F,2016/10/28
    279,F,2016/10/29
    280,F,2016/10/29
    281,F,2016/10/29
    282,F,2016/10/29
    283,F,2016/10/28
    284,F,2016/10/28
    285,F,2016/10/28
    286,F,2016/10/28
    287,F,2016/10/28
    288,F,2016/10/28
    289,F,2016/10/28
    290,F,2016/10/28
    291,F,2016/10/28
    292,F,2016/10/28
    293,F,2016/10/28
    294,F,2016/10/28
    295,F,2016/10/28
    296,F,2016/10/28
    297,F,2016/10/28
    298,F,2016/10/28
    299,F,2016/10/29
    300,F,2016/10/29
    301,F,2016/10/29
    302,F,2016/10/29
    303,F,2016/10/29
    304,F,2016/10/29
    305,F,2016/10/31
    306,F,2016/10/31
    307,F,2016/10/31
    308,F,2016/10/31
    309,F,2016/11/01
    310,F,2016/11/01
    311,F,2016/11/01
    312,F,2016/11/01
    313,R,    /  /  
    314,F,2016/11/07
    315,F,2016/11/07
    316,F,2016/11/08
    317,F,2016/11/07
    318,F,2016/11/07
    319,F,2016/11/07
    320,F,2016/11/07
    321,F,2016/11/07
    322,F,2016/11/07
    323,F,2016/11/07
    324,F,2016/11/07
    325,F,2016/11/07
    326,F,2016/11/08
    327,F,2016/11/08
    328,F,2016/11/08
    329,F,2016/11/08
    330,F,2016/11/08
    331,F,2016/11/08
    332,F,2016/11/08
    333,F,2016/11/10
    334,F,2016/11/08
    335,F,2016/11/08
    336,F,2016/11/08
    337,F,2016/11/08
    338,F,2016/11/08
    339,F,2016/11/08
    340,F,2016/11/08
    341,F,2016/11/08
    342,F,2016/11/08
    343,F,2016/11/10
    344,F,2016/11/08
    345,F,2016/11/08
    346,F,2016/11/09
    347,F,2016/11/08
    348,F,2016/11/08
    349,F,2016/11/08
    350,F,2016/11/08
    351,F,2016/11/08
    352,F,2016/11/08
    353,F,2016/11/08
    354,F,2016/11/08
    355,F,2016/11/10
    356,F,2016/11/08
    357,F,2016/11/08
    358,F,2016/11/08
    359,F,2016/11/10
    360,F,2016/11/10
    361,F,2016/11/10
    362,R,    /  /  
    363,C,    /  /  
    364,F,2016/11/10
    365,F,2016/11/10
    366,F,2016/11/10
    367,F,2016/11/10
    368,F,2016/11/10
    369,F,2016/11/10
    370,F,2016/11/10
    371,F,2016/11/10
    372,F,2016/11/10
    373,F,2016/11/11
    374,F,2016/11/10
    375,F,2016/11/10
    376,F,2016/11/10
    377,F,2016/11/10
    378,F,2016/11/10
    379,F,2016/11/10
    380,F,2016/11/10
    381,F,2016/11/11
    382,F,2016/11/11
    383,F,2016/11/10
    384,F,2016/11/10
    385,F,2016/11/11
    386,F,2016/11/11
    387,F,2016/11/11
    388,R,2016/11/14
    389,R,    /  /  
    390,F,2016/11/10
    391,F,2016/11/10
    392,F,2016/11/10
    393,F,2016/11/10
    394,F,2016/11/11
    395,F,2016/11/11
    396,F,2016/11/11
    397,F,2016/11/11
    398,F,2016/11/11
    399,F,2016/11/11
    400,F,2016/11/11
    401,F,2016/11/15
    402,F,2016/11/11
    403,F,2016/11/11
    404,F,2016/11/11
    405,R,    /  /  
    406,F,2016/11/11
    407,F,2016/11/11
    408,F,2016/11/11
    409,F,2016/11/14
    410,F,2016/11/14
    411,F,2016/11/11
    412,F,2016/11/11
    413,F,2016/11/11
    414,F,2016/11/11
    415,F,2016/11/11
    416,F,2016/11/11
    417,F,2016/11/11
    418,F,2016/11/14
    419,F,2016/11/14
    420,F,2016/11/14
    421,F,2016/11/14
    422,F,2016/11/14
    423,F,2016/11/15
    424,R,2016/11/26
      0,X,    /  /  
    425,F,2016/11/14
    426,F,2016/11/14
    427,F,2016/11/14
    428,F,2016/11/14
    429,F,2016/11/14
    430,R,    /  /  
    431,F,2016/11/14
    432,F,2016/11/14
    433,R,    /  /  
    434,F,2016/11/12
    435,F,2016/11/12
    436,F,2016/11/12
    437,F,2016/11/14
    438,R,    /  /  
    439,F,2016/11/14
    440,F,2016/11/14
    441,F,2016/11/15
    442,F,2016/11/15
    443,F,2016/11/15
    444,F,2016/11/16
    445,F,2016/11/16
    446,F,2016/11/17
    447,F,2016/11/15
    448,F,2016/11/15
    449,F,2016/11/15
    450,F,2016/11/16
    451,F,2016/11/16
    452,F,2016/11/16
    453,F,2016/11/16
    454,F,2016/11/18
    455,F,2016/11/18
    456,F,2016/11/16
    457,F,2016/11/16
    458,F,2016/11/16
    459,F,2016/11/16
    460,F,2016/11/16
    461,F,2016/11/16
    462,F,2016/11/16
    463,F,2016/11/17
    464,F,2016/11/16
    465,F,2016/11/16
    466,F,2016/11/16
    467,F,2016/11/16
    468,F,2016/11/16
    469,F,2016/11/16
    470,F,2016/11/23
    471,F,2016/11/16
    472,F,2016/11/16
    473,F,2016/11/16
    474,F,2016/11/16
    475,F,2016/11/17
    476,F,2016/11/16
    477,F,2016/11/16
    478,F,2016/11/16
    479,F,2016/11/16
    480,F,2016/11/16
    481,F,2016/11/17
    482,F,2016/11/17
    483,F,2016/11/17
    484,X,    /  /  
    485,F,2016/11/17
    486,F,2016/11/17
    487,F,2016/11/17
    488,F,2016/11/17
    489,F,2016/11/17
    490,F,2016/11/17
    491,F,2016/11/17
    492,F,2016/11/17
    493,F,2016/11/17
    494,F,2016/11/21
    495,R,    /  /  
    496,F,2016/11/18
    497,F,2016/11/18
    498,F,2016/11/18
    499,X,    /  /  
    500,X,    /  /  
    501,F,2016/11/18
    502,F,2016/11/18
    503,F,2016/11/18
    504,F,2016/11/18
    505,F,2016/11/18
    506,F,2016/11/18
    507,F,2016/11/18
    508,F,2016/11/18
    509,F,2016/11/18
    510,F,2016/11/22
    511,F,2016/11/22
    512,F,2016/11/22
    513,F,2016/11/22
    514,F,2016/11/22
    515,F,2016/11/22
    516,F,2016/11/22
    517,F,2016/11/22
    518,F,2016/11/22
    519,F,2016/11/22
    520,F,2016/11/22
    521,F,2016/11/22
    522,F,2016/11/22
    523,F,2016/11/22
    524,F,2016/11/21
    525,F,2016/11/22
    526,F,2016/11/22
    527,X,    /  /  
    528,F,2016/11/25
    529,F,2016/11/22
    530,F,2016/11/22
    531,F,2016/11/22
    532,F,2016/11/22
    533,F,2016/11/22
    534,F,2016/11/22
    535,F,2016/11/22
    536,F,2016/11/22
    537,F,2016/11/22
    538,F,2016/11/22
    539,F,2016/11/22
    540,F,2016/11/24
    541,F,2016/11/22
    542,F,2016/11/23
    544,F,2016/11/23
    545,F,2016/11/23
    546,F,2016/11/23
    547,F,2016/11/22
    548,F,2016/11/24
    549,F,2016/11/24
    550,F,2016/11/24
    551,F,2016/11/24
    552,F,2016/11/24
    553,F,2016/11/24
    554,X,    /  /  
    555,F,2016/11/24
    556,F,2016/11/24
    557,F,2016/11/23
    558,F,2016/11/23
    559,F,2016/11/24
    560,F,2016/11/24
    561,F,2016/11/24
    562,F,2016/11/24
    563,F,2016/11/24
    564,F,2016/11/24
    565,F,2016/11/25
    566,F,2016/11/25
    567,F,2016/11/25
    568,F,2016/11/28
    569,F,2016/11/25
    570,F,2016/11/25
    571,F,2016/11/25
    572,F,2016/11/25
    573,F,2016/11/25
    574,F,2016/11/28
    575,F,2016/11/25
    576,F,2016/11/25
    577,F,2016/11/25
    578,F,2016/11/25
    579,F,2016/11/25
    580,F,2016/11/28
    581,F,2016/11/26
    582,F,2016/11/28
    583,F,2016/11/28
    584,F,2016/11/28
    585,F,2016/11/28
    586,F,2016/11/28
    587,F,2016/11/28
    588,F,2016/11/28
    589,F,2016/11/28
    590,F,2016/11/28
    591,F,2016/11/26
    592,F,2016/11/29
    594,F,2016/11/30
    595,R,    /  /  
    596,F,2016/11/29
    597,F,2016/11/29
    598,F,2016/11/29
    599,F,2016/11/28
    600,F,2016/11/29
    601,F,2016/11/29
    602,F,2016/11/28
    603,F,2016/11/29
    604,F,2016/11/29
    605,F,2016/11/29
    606,F,2016/11/29
    607,F,2016/11/28
    608,F,2016/11/29
    609,F,2016/11/29
    610,F,2016/12/13
    611,F,2016/12/13
    612,F,2016/11/30
    613,F,2016/11/30
    614,F,2016/11/30
    615,F,2016/11/29
    616,F,2016/11/29
    617,F,2016/11/29
    618,F,2016/11/29
    619,F,2016/11/29
    620,F,2016/11/29
    621,F,2016/11/30
    622,F,2016/11/30
    623,F,2016/12/01
    624,F,2016/12/01
    625,F,2016/11/30
    626,F,2016/11/30
    627,F,2016/11/30
    628,F,2016/11/30
    629,F,2016/11/30
    630,F,2016/11/30
    631,F,2016/11/30
    632,F,2016/11/30
    633,F,2016/11/30
    634,F,2016/11/30
    635,F,2016/11/30
    636,F,2016/12/01
    637,F,2016/12/02
    638,F,2016/12/02
    639,F,2016/12/01
    640,F,2016/12/01
    641,F,2016/12/01
    642,F,2016/12/01
    643,F,2016/12/02
    644,F,2016/12/02
    645,F,2016/12/02
    646,F,2016/12/02
    647,F,2016/12/02
    648,F,2016/12/02
    649,F,2016/12/01
    650,F,2016/12/01
    651,F,2016/12/01
    652,F,2016/12/03
    653,F,2016/12/03
    654,F,2016/12/03
    655,F,2016/12/03
    656,F,2016/12/03
    657,F,2016/12/03
    658,F,2016/12/03
    659,F,2016/12/03
    660,F,2016/12/03
    661,F,2016/12/03
    662,F,2016/12/03
    663,F,2016/12/03
    664,F,2016/12/03
    665,F,2016/12/03
    666,R,2016/12/07
    667,F,2016/12/03
    668,F,2016/12/03
    669,F,2016/12/03
    670,F,2016/12/03
    671,F,2016/12/03
    672,F,2016/12/06
    673,F,2016/12/06
    674,F,2016/12/03
    675,F,2016/12/03
    676,F,2016/12/07
    677,F,2016/12/03
    678,F,2016/12/06
    679,F,2016/12/06
    680,F,2016/12/06
    681,F,2016/12/06
    682,F,2016/12/06
    683,F,2016/12/06
    684,F,2016/12/06
    685,F,2016/12/06
    686,F,2016/12/06
    687,F,2016/12/06
    688,F,2016/12/06
    689,F,2016/12/06
    690,F,2016/12/07
    691,F,2016/12/06
    692,F,2016/12/06
    693,F,2016/12/07
    694,F,2016/12/07
    695,F,2016/12/07
    696,F,2016/12/07
    697,F,2016/12/07
    698,F,2016/12/07
    699,F,2016/12/07
    700,F,2016/12/07
    701,F,2016/12/07
    702,R,2016/12/07
    703,F,2016/12/07
    704,F,2016/12/07
    705,F,2016/12/07
    706,F,2016/12/07
    707,R,2016/12/07
    708,F,2016/12/09
    709,F,2016/12/07
    710,F,2016/12/07
    711,F,2016/12/09
    712,F,2016/12/08
    713,F,2016/12/08
    714,F,2016/12/08
    715,F,2016/12/08
    716,F,2016/12/08
    717,F,2016/12/08
    718,F,2016/12/09
    719,F,2016/12/09
    720,F,2016/12/09
    721,F,2016/12/09
    722,F,2016/12/09
    723,F,2016/12/09
    724,F,2016/12/13
    725,F,2016/12/09
    726,R,    /  /  
    727,F,2016/12/13
    728,X,    /  /  
    729,F,2016/12/13
    730,F,2016/12/13
    731,F,2016/12/13
    732,F,2016/12/13
    733,F,2016/12/13
    734,F,2016/12/13
    735,F,2016/12/13
    736,F,2016/12/13
    737,F,2016/12/13
    738,F,2016/12/13
    739,F,2016/12/13
    740,F,2016/12/13
    741,F,2016/12/13
    742,F,2016/12/15
    743,F,2016/12/13
    744,F,2016/12/13
    745,F,2016/12/13
    746,F,2016/12/13
    747,R,    /  /  
    748,F,2016/12/13
    749,F,2016/12/13
    750,F,2016/12/13
    751,F,2016/12/13
    752,F,2016/12/13
    753,F,2016/12/13
    754,F,2016/12/16
    755,F,2016/12/13
    756,F,2016/12/13
    757,F,2016/12/14
    758,F,2016/12/14
    759,F,2016/12/14
    760,X,    /  /  
    761,F,2016/12/14
    762,F,2016/12/14
    763,F,2016/12/14
    764,F,2016/12/14
    765,F,2016/12/14
    766,F,2016/12/14
    767,F,2016/12/14
    768,F,2016/12/14
    769,F,2016/12/14
    770,F,2016/12/14
    771,F,2016/12/14
    772,F,2016/12/14
    773,F,2016/12/14
    774,F,2016/12/14
    775,F,2016/12/14
    776,F,2016/12/20
    777,F,2016/12/14
    778,F,2016/12/14
    779,F,2016/12/14
    780,F,2016/12/15
    781,F,2016/12/15
    782,F,2016/12/15
    783,F,2016/12/15
    784,F,2016/12/15
    785,F,2016/12/15
    786,F,2016/12/15
    787,F,2016/12/16
    788,F,2016/12/15
    789,F,2016/12/15
    790,F,2016/12/16
    791,F,2016/12/16
    792,F,2016/12/16
    793,F,2016/12/16
    794,F,2016/12/16
    795,F,2016/12/16
    796,F,2016/12/16
    797,F,2016/12/16
    798,F,2016/12/16
    799,F,2016/12/16
    800,F,2016/12/16
    801,F,2016/12/19
    802,F,2016/12/19
    803,F,2016/12/19
    804,F,2016/12/16
    805,F,2016/12/16
    806,F,2016/12/19
    807,F,2016/12/19
    808,F,2016/12/19
    809,F,2016/12/19
    810,F,2016/12/19
    811,F,2016/12/21
    812,F,2016/12/20
    813,F,2016/12/20
    814,F,2016/12/20
    815,F,2016/12/20
    816,F,2016/12/20
    817,F,2016/12/21
    818,F,2016/12/21
    819,F,2016/12/24
    820,F,2016/12/21
    821,F,2016/12/21
    822,F,2016/12/21
    823,F,2016/12/22
    824,F,2016/12/22
    825,F,2016/12/22
    826,F,2016/12/22
    827,F,2016/12/22
    828,F,2016/12/23
    829,F,2016/12/22
    830,F,2016/12/22
    831,F,2016/12/23
    832,F,2016/12/23
    833,F,2016/12/23
    834,F,2016/12/28
    835,F,2016/12/23
    836,F,2016/12/27
    837,F,2016/12/27
    838,F,2016/12/27
    839,F,2016/12/27
    840,F,2016/12/27
    841,F,2016/12/27
    842,F,2016/12/27
    843,F,2016/12/27
    844,F,2016/12/27
    845,F,2016/12/27
    846,F,2016/12/27
    847,F,2016/12/28
    848,F,2016/12/28
    849,F,2016/12/28
    850,F,2016/12/28
    851,F,2016/12/28
    852,F,2016/12/28
    853,F,2016/12/28
    854,F,2016/12/28
    855,F,2016/12/28
    856,F,2016/12/28
    857,F,2016/12/28
    858,F,2016/12/28
    859,F,2016/12/29
    860,F,2016/12/29
    861,R,    /  /  
    862,F,2016/12/29
    863,F,2016/12/29
    864,F,2016/12/29
    865,F,2016/12/29
    866,F,2016/12/29
    867,F,2016/12/29
    868,F,2017/01/05
    869,F,2017/01/05
    870,F,2017/01/04
    871,F,2017/01/04
    872,F,2017/01/04
    873,F,2017/01/04
    874,F,2017/01/05
    875,F,2017/01/04
    876,F,2017/01/04
    877,F,2017/01/04
    878,F,2017/01/04
    879,F,2017/01/04
    880,F,2017/01/05
    881,F,2017/01/05
    882,F,2017/01/05
    883,F,2017/01/05
    884,F,2017/01/06
    885,F,2017/01/06
    886,F,2017/01/06
    887,F,2017/01/05
    888,F,2017/01/05
    889,F,2017/01/05
    890,F,2017/01/05
    891,F,2017/01/06
    892,F,2017/01/05
    893,F,2017/01/06
    894,F,2017/01/06
    895,F,2017/01/06
    896,F,2017/01/06
    897,F,2017/01/06
    898,F,2017/01/06
    899,F,2017/01/06
    900,F,2017/01/06
    901,F,2017/01/09
    902,F,2017/01/06
    903,F,2017/01/06
    904,F,2017/01/06
    905,F,2017/01/06
    906,F,2017/01/06
    907,F,2017/01/06
    908,F,2017/01/06
    909,F,2017/01/06
    910,F,2017/01/07
    911,F,2017/01/07
    912,F,2017/01/10
    913,F,2017/01/10
    914,F,2017/01/07
    915,F,2017/01/07
    916,F,2017/01/07
    917,F,2017/01/09
    918,F,2017/01/09
    919,X,    /  /  
    920,F,2017/01/10
    921,F,2017/01/10
    922,F,2017/01/09
    923,F,2017/01/10
    924,F,2017/01/10
    925,F,2017/01/10
    926,F,2017/01/10
    927,F,2017/01/09
    928,F,2017/01/10
    929,F,2017/01/10
    930,F,2017/01/10
    931,F,2017/01/10
    932,F,2017/01/10
    933,F,2017/01/10
    934,F,2017/01/10
    935,F,2017/01/13
    936,F,2017/01/10
    937,F,2017/01/10
    938,F,2017/01/10
    939,F,2017/01/10
    940,F,2017/01/10
    941,R,2017/01/10
    942,R,2017/01/10
    943,R,2017/01/10
    944,R,2017/01/10
    945,R,2017/01/10
    946,F,2017/01/10
    947,F,2017/01/10
    948,F,2017/01/10
    949,F,2017/01/10
    950,F,2017/01/10
    951,F,2017/01/11
    952,F,2017/01/11
    953,F,2017/01/11
    954,F,2017/01/18
    955,C,    /  /  
    956,F,2017/01/11
    957,C,    /  /  
    958,F,2017/01/11
    959,F,2017/01/11
    960,F,2017/01/11
    961,F,2017/01/11
    962,F,2017/01/11
    963,F,2017/01/11
    964,F,2017/01/11
    965,F,2017/01/11
    966,F,2017/01/11
    967,F,2017/01/13
    968,F,2017/01/11
    969,F,2017/01/11
    970,F,2017/01/11
    971,F,2017/01/11
    972,F,2017/01/11
    973,F,2017/01/11
    974,F,2017/01/11
    975,F,2017/01/11
    976,F,2017/01/31
    977,F,2017/01/11
    978,F,2017/01/11
    979,F,2017/01/11
    980,F,2017/01/11
    981,F,2017/01/11
    982,F,2017/01/11
    983,F,2017/01/17
    984,F,2017/01/13
    985,F,2017/01/17
    986,F,2017/01/13
    987,F,2017/01/13
    988,F,2017/01/13
    989,F,2017/01/13
    990,F,2017/01/13
    991,F,2017/01/13
    992,F,2017/01/13
    993,F,2017/01/13
    994,F,2017/01/13
    995,F,2017/01/13
    996,F,2017/01/13
    997,F,2017/01/13
    998,F,2017/01/13
    999,F,2017/01/13
   1000,F,2017/01/13
   1001,F,2017/01/18
   1002,F,2017/01/18
   1003,F,2017/01/13
   1004,F,2017/01/13
   1005,F,2017/01/13
   1006,F,2017/01/13
   1007,F,2017/01/13
   1008,F,2017/01/13
   1009,F,2017/01/13
   1010,F,2017/01/13
   1011,F,2017/01/13
   1012,F,2017/01/13
   1013,F,2017/01/13
   1014,F,2017/01/13
   1015,F,2017/01/13
   1016,F,2017/01/13
   1017,F,2017/01/17
   1018,F,2017/01/17
   1019,F,2017/01/13
   1020,F,2017/01/13
   1021,F,2017/01/13
   1022,F,2017/01/17
   1023,F,2017/01/13
   1024,F,2017/01/13
   1025,F,2017/01/13
   1026,F,2017/01/13
   1027,F,2017/01/13
   1028,F,2017/01/13
   1029,F,2017/01/13
   1030,F,2017/01/13
   1031,F,2017/01/13
   1032,F,2017/01/23
   1033,F,2017/01/23
   1034,F,2017/01/17
   1035,F,2017/01/17
   1036,F,2017/01/17
   1037,F,2017/01/17
   1038,F,2017/01/17
   1039,R,2017/01/17
   1040,F,2017/01/17
   1041,F,2017/01/17
   1042,F,2017/01/17
   1043,F,2017/01/18
   1044,F,2017/01/18
   1045,F,2017/01/18
   1046,F,2017/01/18
   1047,F,2017/01/18
   1048,F,2017/01/18
   1049,F,2017/01/18
   1050,F,2017/01/18
   1051,F,2017/01/18
   1052,F,2017/01/18
   1053,F,2017/01/23
   1054,F,2017/01/18
   1055,F,2017/01/18
   1056,F,2017/01/18
   1057,F,2017/01/18
   1058,F,2017/01/18
   1059,F,2017/01/18
   1060,F,2017/01/18
   1061,F,2017/01/19
   1062,F,2017/01/18
   1063,F,2017/01/18
   1064,F,2017/01/19
   1065,F,2017/01/19
   1066,F,2017/01/19
   1067,F,2017/01/19
   1068,F,2017/01/19
   1069,F,2017/01/19
   1070,F,2017/01/19
   1071,F,2017/01/19
   1072,F,2017/01/20
   1073,F,2017/01/19
   1074,F,2017/01/19
   1075,F,2017/01/19
   1076,F,2017/01/19
   1077,F,2017/01/20
   1078,F,2017/01/30
   1079,F,2017/01/30
   1080,F,2017/01/19
   1081,F,2017/01/20
   1082,F,2017/01/30
   1083,F,2017/01/19
   1084,F,2017/01/19
   1085,F,2017/01/19
   1087,R,2017/01/19
   1088,F,2017/01/19
   1089,F,2017/01/19
   1090,F,2017/01/19
   1091,R,2017/01/21
   1092,F,2017/01/19
   1093,F,2017/01/19
   1094,F,2017/01/19
   1095,F,2017/01/23
   1096,F,2017/01/20
   1097,F,2017/01/20
   1098,F,2017/01/20
   1099,F,2017/01/20
   1100,F,2017/01/20
   1101,F,2017/01/20
   1102,F,2017/01/20
   1103,F,2017/01/20
   1104,F,2017/01/21
   1105,R,2017/01/21
   1106,F,2017/01/21
   1107,F,2017/01/21
   1108,F,2017/01/21
   1109,F,2017/01/21
   1110,F,2017/01/21
   1111,F,2017/01/21
   1112,F,2017/01/23
   1113,F,2017/01/23
   1114,F,2017/01/23
   1115,F,2017/01/24
   1116,F,2017/01/24
   1117,F,2017/01/26
   1118,F,2017/01/24
   1119,F,2017/01/24
   1120,F,2017/01/24
   1121,F,2017/01/24
   1122,F,2017/01/24
   1123,F,2017/01/25
   1124,F,2017/01/25
   1125,F,2017/01/25
   1126,F,2017/01/25
   1127,F,2017/01/25
   1128,F,2017/01/30
   1129,F,2017/01/25
   1130,F,2017/01/25
   1131,F,2017/01/25
   1132,F,2017/01/25
   1133,F,2017/01/26
   1134,F,2017/01/27
   1135,F,2017/01/26
   1136,F,2017/01/26
   1137,F,2017/01/26
   1138,F,2017/01/26
   1139,F,2017/01/26
   1140,F,2017/01/27
   1141,F,2017/01/26
   1142,F,2017/01/26
   1143,F,2017/01/27
   1144,R,    /  /  
   1145,F,2017/01/27
   1146,F,2017/01/27
   1147,F,2017/01/27
   1148,F,2017/01/27
   1149,F,2017/01/27
   1150,F,2017/01/30
   1151,F,2017/01/27
   1152,F,2017/01/27
   1153,R,    /  /  
   1154,F,2017/01/27
   1155,F,2017/01/27
   1156,F,2017/01/27
   1157,F,2017/01/27
   1158,F,2017/01/27
   1159,F,2017/01/27
